"","Data.as.of","Start.week","End.Week","State","Sex","Age.group","COVID.19.Deaths","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths","Pneumonia..Influenza..or.COVID.19.Deaths","Footnote"
"452","07/22/2020","02/01/2020","07/11/2020","Iowa","Female","All ages",370,7233,495,103,51,813,""
"453","07/22/2020","02/01/2020","07/11/2020","Iowa","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"454","07/22/2020","02/01/2020","07/11/2020","Iowa Total","All","All Ages",794,14629,1044,231,84,1691,""
"455","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","Under 1 year",0,51,0,0,0,0,""
"456","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","1-4 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"457","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","5-14 years",0,13,0,0,0,0,""
"458","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","15-24 years",0,107,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"459","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","25-34 years",NA,173,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"460","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","35-44 years",NA,219,NA,0,NA,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"461","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","45-54 years",14,396,14,NA,NA,25,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"462","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","55-64 years",32,952,53,15,NA,79,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"463","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","65-74 years",32,1389,103,14,NA,130,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"464","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","75-84 years",43,1518,111,23,13,144,""
"465","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","85 years and over",41,1673,147,23,NA,172,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"466","07/22/2020","02/01/2020","07/11/2020","Kansas","Male","All ages",168,6495,442,81,42,571,""
"467","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","Under 1 year",0,35,0,0,0,0,""
"468","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"469","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","5-14 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"470","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","15-24 years",0,36,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"471","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","25-34 years",NA,63,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"472","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","35-44 years",NA,132,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"473","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","45-54 years",NA,254,10,NA,NA,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"474","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","55-64 years",17,645,37,NA,NA,56,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"475","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","65-74 years",23,1044,73,11,NA,94,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"476","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","75-84 years",27,1402,86,14,15,114,""
"477","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","85 years and over",73,2527,173,31,13,228,""
"478","07/22/2020","02/01/2020","07/11/2020","Kansas","Female","All ages",147,6150,388,62,47,520,""
"479","07/22/2020","02/01/2020","07/11/2020","Kansas","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"480","07/22/2020","02/01/2020","07/11/2020","Kansas Total","All","All Ages",315,12646,830,143,89,1091,""
"481","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","Under 1 year",0,49,0,0,0,0,""
"482","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","1-4 years",0,11,0,0,0,0,""
"483","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","5-14 years",0,22,0,0,0,0,""
"484","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","15-24 years",0,158,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"485","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","25-34 years",NA,338,NA,NA,NA,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"486","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","35-44 years",10,579,28,NA,NA,33,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"487","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","45-54 years",15,867,58,NA,NA,70,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"488","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","55-64 years",39,2065,164,18,NA,193,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"489","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","65-74 years",90,2693,273,49,12,326,""
"490","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","75-84 years",71,2660,310,38,11,354,""
"491","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","85 years and over",70,2017,229,33,11,277,""
"492","07/22/2020","02/01/2020","07/11/2020","Kentucky","Male","All ages",297,11459,1074,153,49,1267,""
"493","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","Under 1 year",0,45,0,0,0,0,""
"494","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"495","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","5-14 years",0,17,0,0,0,0,""
"496","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","15-24 years",0,64,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"497","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","25-34 years",0,146,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"498","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","35-44 years",NA,276,20,0,NA,22,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"499","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","45-54 years",NA,588,42,NA,NA,50,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"500","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","55-64 years",28,1363,110,17,12,132,""
"501","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","65-74 years",50,2056,203,30,12,235,""
"502","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","75-84 years",97,2727,270,48,NA,324,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"503","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","85 years and over",174,3346,305,62,12,429,""
"504","07/22/2020","02/01/2020","07/11/2020","Kentucky","Female","All ages",359,10635,954,163,49,1198,""
"505","07/22/2020","02/01/2020","07/11/2020","Kentucky","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"506","07/22/2020","02/01/2020","07/11/2020","Kentucky Total","All","All Ages",656,22095,2028,316,98,2465,""
"507","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","Under 1 year",0,80,0,0,0,0,""
"508","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","1-4 years",NA,18,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"509","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","5-14 years",NA,32,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"510","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","15-24 years",NA,172,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"511","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","25-34 years",10,399,16,NA,NA,21,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"512","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","35-44 years",38,509,34,21,NA,52,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"513","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","45-54 years",107,922,51,38,NA,125,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"514","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","55-64 years",251,2096,194,118,NA,330,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"515","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","65-74 years",417,2945,341,205,11,562,""
"516","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","75-84 years",478,2937,368,229,NA,624,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"517","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","85 years and over",328,2300,280,162,NA,450,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"518","07/22/2020","02/01/2020","07/11/2020","Louisiana","Male","All ages",1634,12410,1288,779,33,2173,""
"519","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","Under 1 year",NA,67,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"520","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"521","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","5-14 years",0,17,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"522","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","15-24 years",NA,77,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"523","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","25-34 years",13,179,13,NA,0,19,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"524","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","35-44 years",32,289,21,15,NA,39,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"525","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","45-54 years",61,575,40,24,NA,86,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"526","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","55-64 years",176,1447,152,89,NA,241,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"527","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","65-74 years",269,2223,220,124,NA,372,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"528","07/22/2020","02/01/2020","07/11/2020","Louisiana","Female","75-84 years",418,2994,313,195,NA,544,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
